respondent_id,persona_label,Q1_age_group,Q2_gender,Q3_state,Q4_city_tier,Q5_education,Q6_occupation,Q_hh_size,Q_hh_type,Q_children_under15,Q_waste_segregation,Q_purchase_decision_maker,Q7_income_band,Q7_income_midpoint_INR,Q8_monthly_spend_band,Q8_spend_midpoint_INR,Q9_willingness_to_pay_premium,Q10_eco_awareness_1to5,Q11_reduce_plastic_freq,Q12_prior_eco_purchase,Q13_products_interested,Q14_clothing_types,Q15_cookware_types,Q16_colour_preference,Q17_purchase_occasions,Q18_primary_channel,Q19_top3_purchase_factors,Q20_shopping_frequency,Q21_bundle_deal_appeal_1to5,Q22_social_media_channels,Q23_eco_label_influence_1to5,Q24_purchase_barrier,Q25_purchase_likelihood,Q25_purchase_binary
R0044,High-Income Premium Buyer,26-35,Female,Maharashtra,Tier-2 city,Undergraduate,Back-to-school,1,Nuclear,2.0,Yes,Elders / Family head,Above 100000,130000,Above 10000,12000,Up to 10% more,4,Sometimes,Yes regularly,rPET Bottles/Containers | Outdoor Garden Furniture | Storage Organisers | Stationery/School Supplies,Silk/Banarasi sarees | Formal office wear,Non-stick (Teflon) | Stainless steel | Ceramic-coated | Aluminium,White/Off-white | Earthy tones,New home/shifting | Back-to-school,D2C brand website,Design/Aesthetics | Brand trust | Eco-friendly credentials,2-3 times a month,4,Instagram | YouTube | Facebook,4,No barrier - would buy,Very likely,1
R0045,Price-Sensitive Middle India,26-35,Male,Maharashtra,Tier-2 city,12th / Diploma,Back-to-school,4,Joint family,1.0,Yes,Partner / Spouse,30001-60000,45000,2001-5000,3500,Same price,2,Often,Yes once or twice,Outdoor Garden Furniture | Storage Organisers | Stationery/School Supplies,Silk/Banarasi sarees | Synthetic/polyester sarees | Salwar suits/Kurtis | Western wear,Iron/Cast iron | Stainless steel | Aluminium,White/Off-white,Back-to-school | Sale events,Modern retail (D-Mart etc.),Quality/Durability | Brand trust | Design/Aesthetics,Once a month,4,Instagram | YouTube,5,Higher price,Very unlikely,0
R0046,Student Young Urban,26-35,Female,Odisha,Tier-2 city,Undergraduate,Festivals,3,Nuclear,0.0,Yes,Partner / Spouse,30001-60000,45000,2001-5000,3500,Up to 25% more,3,Rarely,Yes once or twice,Stationery/School Supplies,Salwar suits/Kurtis | Western wear,Non-stick (Teflon),Pastels,Festivals | New home/shifting | Wedding/family function | Back-to-school | When product breaks/runs out,Quick commerce (Blinkit/Zepto),Quality/Durability | Design/Aesthetics | Friends/Family recommendation,Once every 3 months,4,Instagram | YouTube | Facebook | Meesho/ShareChat,5,Distrust eco-claims (greenwashing),Unlikely,0
R0047,Price-Sensitive Middle India,26-35,Male,Jharkhand,Tier-2 city,Postgraduate or above,New home/shifting,4,Joint family,0.0,Sometimes,Self,30001-60000,45000,2001-5000,3500,Up to 10% more,2,Rarely,Yes regularly,rPET Bottles/Containers,Salwar suits/Kurtis | Western wear | Formal office wear,Non-stick (Teflon) | Stainless steel,Pastels | Bright/Vibrant,Wedding/family function,Modern retail (D-Mart etc.),Price/Affordability | Brand trust | Friends/Family recommendation,Once a month,3,Instagram | YouTube | Facebook | WhatsApp groups,3,Higher price,Unlikely,0
R0048,Rural / Agri Household,Above 50,Male,Tamil Nadu,Rural / Village,12th / Diploma,Wedding/family function,5,Joint family,2.0,No,Elders / Family head,15000-30000,22500,Below 500,300,Only if cheaper,4,Rarely,No but interested,Storage Organisers | Agri Crates/Tools | Stationery/School Supplies,Cotton sarees | Silk/Banarasi sarees | Salwar suits/Kurtis | Western wear,Non-stick (Teflon) | Stainless steel | Ceramic-coated | Aluminium,White/Off-white,Festivals,Local market / Kirana,Price/Affordability | Quality/Durability | Design/Aesthetics,Once every 3 months,3,WhatsApp groups | Meesho/ShareChat,3,Higher price,Unlikely,0
R0049,Rural / Agri Household,18-25,Male,Himachal Pradesh,Rural / Village,Undergraduate,Wedding/family function,5,Joint family,2.0,No,Elders / Family head,30001-60000,45000,500-2000,1250,Up to 10% more,3,Often,No and not interested,rPET Bottles/Containers | Storage Organisers,Synthetic/polyester sarees,Non-stick (Teflon) | Stainless steel | Aluminium,Pastels | Bright/Vibrant,Festivals | New home/shifting | Wedding/family function | When product breaks/runs out,Local market / Kirana,Price/Affordability | Brand trust | Friends/Family recommendation,Rarely / Only when needed,3,YouTube | Facebook | WhatsApp groups,2,Not easily available,Very unlikely,0
R0050,Price-Sensitive Middle India,26-35,Male,Bihar,Rural / Village,Undergraduate,Back-to-school,5,Nuclear,2.0,Sometimes,Elders / Family head,15000-30000,22500,5001-10000,7500,Same price,3,Often,Yes once or twice,Storage Organisers | Agri Crates/Tools | Stationery/School Supplies,Cotton sarees | Synthetic/polyester sarees | Salwar suits/Kurtis | Western wear | Formal office wear,Stainless steel,White/Off-white | Bright/Vibrant,Festivals | New home/shifting | Sale events,Online Amazon/Flipkart,Price/Affordability | Design/Aesthetics | Friends/Family recommendation,Once every 3 months,4,YouTube | Facebook | WhatsApp groups,2,Not easily available,Very unlikely,0
R0051,High-Income Premium Buyer,36-50,Male,Delhi,Metro,Undergraduate,Back-to-school,4,Nuclear,0.0,Sometimes,Self,Above 100000,130000,5001-10000,7500,Up to 10% more,3,Often,No but interested,rPET Bottles/Containers | Storage Organisers,Salwar suits/Kurtis | Western wear,Non-stick (Teflon) | Stainless steel | Ceramic-coated | Clay/Terracotta,Dark/Neutral | White/Off-white | Earthy tones,Sale events,D2C brand website,Quality/Durability | Brand trust | Design/Aesthetics,Once every 3 months,3,Instagram | YouTube | Facebook | WhatsApp groups,2,No barrier - would buy,Likely,1
R0052,Traditional Joint Family,26-35,Female,Uttar Pradesh,Tier-2 city,Postgraduate or above,When product breaks/runs out,4,Joint family,3.0,No,Elders / Family head,60001-100000,80000,500-2000,1250,Only if cheaper,5,Sometimes,Yes regularly,rPET Bottles/Containers | Storage Organisers,Cotton sarees | Silk/Banarasi sarees | Salwar suits/Kurtis | Western wear,Stainless steel | Aluminium,Earthy tones | Bright/Vibrant,Festivals | New home/shifting | Wedding/family function,Modern retail (D-Mart etc.),Friends/Family recommendation | Brand trust | Price/Affordability,Once a month,5,Facebook | Meesho/ShareChat,4,Not easily available,Unlikely,0
R0053,High-Income Premium Buyer,36-50,Male,Uttar Pradesh,Metro,Postgraduate or above,Back-to-school,2,Joint family,3.0,Yes,Self,Above 100000,130000,Above 10000,12000,Up to 25% more,4,Often,Yes once or twice,rPET Bottles/Containers | Storage Organisers | Agri Crates/Tools | Stationery/School Supplies,Silk/Banarasi sarees | Salwar suits/Kurtis | Western wear | Formal office wear,Non-stick (Teflon) | Stainless steel | Clay/Terracotta,Dark/Neutral,Wedding/family function | Sale events,Online Amazon/Flipkart,Design/Aesthetics | Price/Affordability | Eco-friendly credentials,2-3 times a month,2,Instagram | YouTube | Facebook | WhatsApp groups,4,Distrust eco-claims (greenwashing),Neutral,0
R0054,Traditional Joint Family,18-25,Female,Bihar,Tier-3 town,Undergraduate,When product breaks/runs out,5,Joint family,2.0,No,Self,30001-60000,45000,Below 500,300,Same price,3,Sometimes,No and not interested,rPET Bottles/Containers | Storage Organisers,Cotton sarees | Synthetic/polyester sarees | Salwar suits/Kurtis,Iron/Cast iron | Stainless steel | Aluminium | Clay/Terracotta,Earthy tones | Bright/Vibrant | White/Off-white,Festivals | Wedding/family function | Back-to-school | When product breaks/runs out,Local market / Kirana,Price/Affordability | Quality/Durability | Friends/Family recommendation,Once a month,2,Instagram | WhatsApp groups,3,Doubt about quality,Unlikely,0
R0055,Student Young Urban,18-25,Male,Madhya Pradesh,Metro,Undergraduate,Festivals,3,Joint family,0.0,No,Self,30001-60000,45000,500-2000,1250,Up to 10% more,2,Often,No but interested,Storage Organisers | Stationery/School Supplies,Salwar suits/Kurtis,Stainless steel | Aluminium,Dark/Neutral | Earthy tones,When product breaks/runs out,Quick commerce (Blinkit/Zepto),Eco-friendly credentials | Quality/Durability | Brand trust,Once a month,4,Instagram | YouTube | WhatsApp groups,5,Distrust eco-claims (greenwashing),Unlikely,0
R0056,High-Income Premium Buyer,26-35,Female,West Bengal,Metro,Postgraduate or above,Back-to-school,3,Joint family,0.0,Yes,Self,Above 100000,130000,500-2000,1250,Up to 25% more,5,Always / It's a habit,Yes regularly,rPET Bottles/Containers | Outdoor Garden Furniture | Stationery/School Supplies,Salwar suits/Kurtis | Formal office wear,Iron/Cast iron | Aluminium,Dark/Neutral | White/Off-white | Earthy tones,Festivals | New home/shifting | Wedding/family function | Back-to-school | Sale events,Local market / Kirana,Eco-friendly credentials | Price/Affordability | Quality/Durability,Weekly,4,Instagram,3,Doubt about quality,Likely,1
R0057,Urban Eco Millennial,26-35,Female,Uttarakhand,Metro,Undergraduate,New home/shifting,4,Nuclear,1.0,Yes,Both equally,Above 100000,130000,500-2000,1250,More than 25% premium,5,Often,Yes once or twice,rPET Bottles/Containers | Storage Organisers | Stationery/School Supplies,Silk/Banarasi sarees | Salwar suits/Kurtis | Formal office wear,Iron/Cast iron | Stainless steel | Aluminium,,Festivals | Back-to-school | Sale events | When product breaks/runs out,Online Amazon/Flipkart,Quality/Durability | Design/Aesthetics | Eco-friendly credentials,2-3 times a month,5,Instagram | WhatsApp groups,3,Doubt about quality,Neutral,0
R0058,Price-Sensitive Middle India,36-50,Male,Uttar Pradesh,Tier-3 town,12th / Diploma,New home/shifting,2,Joint family,2.0,Sometimes,Elders / Family head,30001-60000,45000,2001-5000,3500,Up to 10% more,4,Rarely,Yes regularly,rPET Bottles/Containers | Storage Organisers,Cotton sarees,Iron/Cast iron | Stainless steel,White/Off-white | Dark/Neutral,New home/shifting | Sale events | When product breaks/runs out,Local market / Kirana,Price/Affordability | Brand trust | Friends/Family recommendation,Rarely / Only when needed,4,YouTube | WhatsApp groups | Don't use social for discovery,1,Distrust eco-claims (greenwashing),Unlikely,0
R0059,Urban Eco Millennial,26-35,Female,Other NE,Metro,Undergraduate,Wedding/family function,5,Joint family,1.0,Yes,Self,Above 100000,130000,Above 10000,12000,Up to 10% more,4,Sometimes,Yes regularly,Outdoor Garden Furniture | Storage Organisers,Formal office wear,Iron/Cast iron | Non-stick (Teflon) | Stainless steel,Pastels,New home/shifting,Quick commerce (Blinkit/Zepto),Quality/Durability | Eco-friendly credentials | Design/Aesthetics,Once a month,5,Instagram | YouTube | WhatsApp groups,4,Distrust eco-claims (greenwashing),Neutral,0
R0060,Price-Sensitive Middle India,18-25,Male,Uttar Pradesh,Tier-3 town,Undergraduate,Back-to-school,1,Joint family,2.0,Sometimes,Elders / Family head,15000-30000,22500,2001-5000,3500,Up to 10% more,3,Rarely,No but interested,Storage Organisers,Cotton sarees | Synthetic/polyester sarees | Salwar suits/Kurtis | Western wear,Stainless steel,White/Off-white | Earthy tones | Bright/Vibrant,New home/shifting,Local market / Kirana,Price/Affordability | Brand trust | Quality/Durability,Once a month,2,YouTube | Facebook | WhatsApp groups,3,Higher price,Unlikely,0
R0061,Price-Sensitive Middle India,18-25,Female,Maharashtra,Tier-3 town,12th / Diploma,Back-to-school,4,Joint family,2.0,Yes,Self,30001-60000,45000,500-2000,1250,More than 25% premium,3,Often,No but interested,rPET Bottles/Containers | Outdoor Garden Furniture | Storage Organisers | Stationery/School Supplies,Cotton sarees | Salwar suits/Kurtis | Western wear | Formal office wear,Stainless steel | Ceramic-coated,Earthy tones | Dark/Neutral,Festivals | Wedding/family function | Sale events,Quick commerce (Blinkit/Zepto),Price/Affordability | Quality/Durability | Design/Aesthetics,2-3 times a month,5,Instagram | YouTube | Facebook | WhatsApp groups | Don't use social for discovery,5,Doubt about quality,Unlikely,0
R0062,Price-Sensitive Middle India,36-50,Female,Uttar Pradesh,Tier-2 city,Undergraduate,Wedding/family function,2,Joint family,1.0,Yes,Both equally,15000-30000,22500,2001-5000,3500,Same price,5,Sometimes,Yes once or twice,Storage Organisers | Stationery/School Supplies,Salwar suits/Kurtis,Iron/Cast iron | Stainless steel | Ceramic-coated | Aluminium,White/Off-white | Dark/Neutral | Pastels,Festivals | New home/shifting | When product breaks/runs out,Online Amazon/Flipkart,Price/Affordability | Brand trust | Friends/Family recommendation,Once a month,5,Facebook | WhatsApp groups,5,Never thought about it,Unlikely,0
R0063,Traditional Joint Family,36-50,Female,Jharkhand,Tier-3 town,Undergraduate,Sale events,5,Joint family,2.0,No,Elders / Family head,30001-60000,45000,500-2000,1250,Up to 10% more,3,Rarely,Yes once or twice,rPET Bottles/Containers | Storage Organisers | Agri Crates/Tools,Cotton sarees | Silk/Banarasi sarees | Synthetic/polyester sarees | Salwar suits/Kurtis,Iron/Cast iron | Stainless steel | Aluminium,Bright/Vibrant | White/Off-white | No preference,Festivals | Wedding/family function | Sale events,Local market / Kirana,Price/Affordability | Brand trust | Friends/Family recommendation,Rarely / Only when needed,3,Instagram | WhatsApp groups,2,Not easily available,Very unlikely,0
R0064,Price-Sensitive Middle India,18-25,Male,Uttar Pradesh,Rural / Village,Postgraduate or above,Sale events,3,Nuclear,0.0,No,Both equally,60001-100000,80000,2001-5000,3500,Only if cheaper,1,Rarely,No but interested,Stationery/School Supplies,Cotton sarees | Salwar suits/Kurtis,Stainless steel | Aluminium | Clay/Terracotta,Bright/Vibrant | Pastels,Festivals | New home/shifting | Wedding/family function | Sale events | When product breaks/runs out,Modern retail (D-Mart etc.),Design/Aesthetics | Brand trust | Friends/Family recommendation,Rarely / Only when needed,2,YouTube | Facebook | WhatsApp groups,2,Never thought about it,Very unlikely,0
R0065,Price-Sensitive Middle India,18-25,Female,Telangana,Tier-2 city,12th / Diploma,New home/shifting,4,Joint family,2.0,Yes,Elders / Family head,15000-30000,22500,500-2000,1250,Up to 25% more,3,Never,No but interested,rPET Bottles/Containers | Storage Organisers | Agri Crates/Tools,Cotton sarees | Silk/Banarasi sarees | Salwar suits/Kurtis | Formal office wear,Iron/Cast iron | Non-stick (Teflon) | Aluminium,Bright/Vibrant | Pastels | White/Off-white,Festivals | Wedding/family function | When product breaks/runs out,Modern retail (D-Mart etc.),Brand trust | Friends/Family recommendation | Design/Aesthetics,Rarely / Only when needed,4,YouTube | Facebook,2,Not easily available,Unlikely,0
R0066,Rural / Agri Household,36-50,Male,Bihar,Metro,12th / Diploma,Sale events,4,Joint family,3.0,No,Self,30001-60000,45000,Below 500,300,Up to 25% more,4,Sometimes,No and not interested,rPET Bottles/Containers | Agri Crates/Tools,Cotton sarees | Salwar suits/Kurtis,Non-stick (Teflon),Bright/Vibrant,Festivals,Local market / Kirana,Quality/Durability | Price/Affordability | Friends/Family recommendation,2-3 times a month,4,YouTube | Meesho/ShareChat,3,Doubt about quality,Unlikely,0
R0067,Urban Eco Millennial,26-35,Female,Andhra Pradesh,Metro,Postgraduate or above,New home/shifting,3,Nuclear,1.0,Yes,Self,30001-60000,45000,Above 10000,12000,Up to 25% more,4,Sometimes,Yes regularly,rPET Bottles/Containers | Outdoor Garden Furniture | Storage Organisers,Cotton sarees | Silk/Banarasi sarees | Salwar suits/Kurtis | Western wear,Stainless steel | Ceramic-coated,Earthy tones | Pastels | White/Off-white,When product breaks/runs out,Modern retail (D-Mart etc.),Quality/Durability | Social media/Influencer | Eco-friendly credentials,Once a month,3,,5,No barrier - would buy,Very likely,1
R0068,Traditional Joint Family,18-25,Male,Madhya Pradesh,Tier-3 town,Undergraduate,When product breaks/runs out,3,Joint family,0.0,Sometimes,Elders / Family head,30001-60000,45000,Above 10000,12000,Same price,3,Rarely,No but interested,Agri Crates/Tools,Cotton sarees | Synthetic/polyester sarees | Salwar suits/Kurtis,Iron/Cast iron | Non-stick (Teflon) | Aluminium | Clay/Terracotta,Earthy tones,Festivals | New home/shifting | Wedding/family function | Back-to-school,Local market / Kirana,Price/Affordability | Quality/Durability | Friends/Family recommendation,Once every 3 months,4,Instagram | YouTube | Facebook | WhatsApp groups | Don't use social for discovery,3,Higher price,Unlikely,0
R0069,Urban Eco Millennial,Above 50,Female,Uttar Pradesh,Metro,Postgraduate or above,When product breaks/runs out,3,Nuclear,2.0,Sometimes,Both equally,60001-100000,80000,500-2000,1250,Up to 25% more,4,Always / It's a habit,No but interested,rPET Bottles/Containers | Storage Organisers | Stationery/School Supplies,Western wear,Stainless steel | Ceramic-coated | Clay/Terracotta,Earthy tones,When product breaks/runs out,Online Amazon/Flipkart,Design/Aesthetics | Quality/Durability | Eco-friendly credentials,2-3 times a month,5,Instagram | YouTube | Facebook,5,No barrier - would buy,Very likely,1
R0070,High-Income Premium Buyer,36-50,Male,Jharkhand,Metro,Postgraduate or above,New home/shifting,2,Nuclear,2.0,Sometimes,Self,Above 100000,130000,500-2000,1250,More than 25% premium,4,Always / It's a habit,Yes once or twice,Storage Organisers | Agri Crates/Tools | Stationery/School Supplies,Salwar suits/Kurtis | Western wear,Non-stick (Teflon) | Stainless steel | Ceramic-coated,Dark/Neutral | Pastels | Earthy tones,Back-to-school,Online Amazon/Flipkart,Design/Aesthetics | Eco-friendly credentials | Brand trust,2-3 times a month,2,Instagram | YouTube | Facebook | Meesho/ShareChat,5,Not easily available,Neutral,0
R0071,Traditional Joint Family,36-50,Female,Assam,Rural / Village,Undergraduate,New home/shifting,4,Joint family,2.0,No,Partner / Spouse,60001-100000,80000,500-2000,1250,Same price,3,Often,No but interested,rPET Bottles/Containers | Outdoor Garden Furniture | Storage Organisers,Cotton sarees | Synthetic/polyester sarees | Formal office wear,Iron/Cast iron,Pastels,Festivals | Wedding/family function | When product breaks/runs out,Online Amazon/Flipkart,Price/Affordability | Friends/Family recommendation | Brand trust,2-3 times a month,5,YouTube | WhatsApp groups | Meesho/ShareChat,4,Distrust eco-claims (greenwashing),Unlikely,0
